triplet,index_0,index_1,index_2,ngram_0,ngram_1,ngram_2
533,0.7,0.9,0.8,0.394,0.704,0.353
534,0.9,0.8,0.9,0.438,0.533,0.484
535,0.9,0.9,1.0,0.438,0.314,0.179
536,0.7,0.9,0.8,0.438,0.704,0.353
537,0.9,1.0,0.9,0.704,0.586,0.438
538,0.6,0.7,0.9,0.394,0.394,0.533
539,0.7,0.7,1.0,0.394,0.484,0.643
540,0.6,0.5,0.9,0.314,0.314,0.533
541,0.7,1.0,0.7,0.438,0.643,0.484
542,0.9,0.8,0.7,0.438,0.533,0.484
543,0.8,0.8,1.0,0.586,0.314,0.586
544,0.9,0.9,1.0,0.533,0.484,0.643
545,0.8,0.7,0.9,0.314,0.394,0.704
546,0.8,0.9,0.9,0.586,0.704,0.84
547,0.7,0.9,0.8,0.211,0.704,0.314
548,0.7,0.9,0.8,0.314,0.533,0.586
549,0.9,0.9,1.0,0.643,0.769,0.586
550,0.9,0.7,0.8,0.643,0.394,0.586
551,0.9,0.9,1.0,0.704,0.484,0.394
552,0.9,0.8,0.9,0.314,0.394,0.586
553,0.9,0.9,1.0,0.704,0.704,0.643
554,0.7,0.7,1.0,0.484,0.394,0.484
555,0.9,0.9,0.8,0.704,0.704,0.533
556,0.9,0.6,0.7,0.704,0.394,0.484
557,1.0,1.0,1.0,0.438,0.643,0.314
558,0.9,0.8,0.7,0.704,0.533,0.484
559,0.9,0.9,1.0,0.438,0.533,0.643
560,0.9,0.9,1.0,0.484,0.586,0.438
561,0.6,0.7,0.9,0.243,0.394,0.484
562,0.8,1.0,0.8,0.438,0.586,0.278
563,0.9,1.0,0.9,0.484,0.704,0.704
564,0.7,0.9,0.8,0.278,0.484,0.586
565,0.9,1.0,0.9,0.484,0.586,0.438
566,0.8,0.8,1.0,0.533,0.394,0.394
567,1.0,0.8,0.8,0.84,0.438,0.484
568,0.5,0.8,0.7,0.243,0.484,0.394
569,0.8,0.7,0.9,0.586,0.394,0.704
570,1.0,0.8,0.8,0.704,0.394,0.394
571,0.7,0.9,0.8,0.484,0.704,0.394
572,0.9,1.0,0.9,0.314,0.704,0.314
573,0.8,0.4,0.6,0.586,0.122,0.314
574,0.9,0.6,0.7,0.704,0.394,0.484
575,0.8,0.9,0.9,0.484,0.314,0.586
576,0.8,1.0,0.8,0.438,0.84,0.484
577,0.8,0.8,1.0,0.643,0.394,0.484
578,0.9,0.9,0.8,0.643,0.84,0.586
579,0.8,0.8,1.0,0.586,0.704,0.704
580,0.8,0.9,0.9,0.438,0.484,0.586
581,0.9,0.9,1.0,0.769,0.438,0.394
582,0.9,0.9,1.0,0.704,0.704,0.586
583,0.8,1.0,0.8,0.394,0.586,0.394
584,0.9,1.0,0.9,0.394,0.643,0.438
585,0.6,0.9,0.7,0.243,0.438,0.484
586,0.9,1.0,0.9,0.438,0.586,0.704
587,0.8,0.9,0.9,0.314,0.643,0.484
588,0.7,0.7,1.0,0.314,0.394,0.704
589,0.6,0.5,0.9,0.314,0.314,0.704
590,0.7,0.9,0.8,0.533,0.484,0.484
591,0.8,0.8,1.0,0.438,0.394,0.484
592,0.9,0.9,1.0,0.484,0.586,0.643
593,0.9,0.9,1.0,0.586,0.394,0.704
594,0.8,1.0,0.8,0.394,0.586,0.704
595,0.8,0.9,0.9,0.533,0.704,0.704
596,0.9,1.0,0.9,0.438,0.314,0.438
597,0.6,0.7,0.9,0.394,0.394,0.704
598,1.0,0.6,0.6,0.394,0.314,0.353
599,0.8,1.0,0.8,0.586,0.643,0.586
600,0.8,0.8,1.0,0.484,0.533,0.84
601,1.0,0.8,0.8,0.438,0.586,0.484
602,0.8,0.8,1.0,0.438,0.438,0.704
603,0.8,0.8,1.0,0.533,0.533,0.704
604,0.9,0.9,0.8,0.484,0.643,0.278
605,0.9,1.0,0.9,0.278,0.484,0.586
606,0.9,1.0,0.9,0.643,0.438,0.704
607,0.6,0.7,0.9,0.394,0.314,0.484
608,0.7,0.8,0.9,0.314,0.533,0.438
609,1.0,1.0,1.0,0.586,0.484,0.484
610,1.0,1.0,1.0,0.394,0.438,0.84
611,0.5,0.8,0.7,0.211,0.586,0.438
612,0.9,0.9,1.0,0.84,0.704,0.704
613,0.8,0.8,0.6,0.533,0.394,0.278
614,0.9,1.0,0.9,0.704,1.0,0.704
615,0.6,0.9,0.7,0.243,0.704,0.394
616,0.8,0.9,0.9,0.484,0.484,0.484
617,1.0,0.8,0.8,0.438,0.586,0.438
618,0.9,0.9,0.8,0.643,0.704,0.586
619,0.8,0.7,0.9,0.314,0.484,0.484
620,0.7,0.9,0.8,0.314,0.484,0.586
621,0.9,1.0,0.9,0.84,0.586,0.586
622,0.5,0.9,0.6,0.314,0.484,0.394
623,0.8,0.9,0.7,0.394,0.484,0.394
624,0.4,0.5,0.9,0.122,0.394,0.484
625,0.7,0.8,0.9,0.484,0.533,0.484
626,0.7,1.0,0.7,0.314,0.643,0.484
627,1.0,0.9,0.9,0.704,0.438,0.643
628,0.9,0.9,0.8,0.704,0.704,0.533
629,0.6,0.6,1.0,0.314,0.394,0.586
630,0.7,0.9,0.8,0.394,0.438,0.278
631,0.8,0.8,0.6,0.314,0.586,0.243
632,1.0,0.7,0.7,0.643,0.533,0.484
633,0.8,0.9,0.9,0.484,0.484,0.484
634,0.8,0.9,0.9,0.438,0.278,0.704
635,0.8,1.0,0.8,0.586,0.704,0.484
636,0.8,1.0,0.8,0.353,0.484,0.484
637,0.6,1.0,0.6,0.353,0.704,0.243
638,0.8,1.0,0.8,0.533,0.586,0.394
639,0.8,0.8,0.6,0.353,0.586,0.394
640,0.9,0.9,0.8,0.586,0.484,0.586
641,0.8,0.8,1.0,0.394,0.314,0.704
642,0.9,0.8,0.9,0.484,0.314,0.438
643,0.7,0.7,1.0,0.438,0.533,0.643
644,0.9,1.0,0.9,0.704,0.438,0.484
645,0.9,0.8,0.7,0.484,0.484,0.438
646,0.9,1.0,0.9,0.84,0.438,0.438
647,0.9,0.7,0.8,0.704,0.484,0.533
648,0.8,0.8,1.0,0.704,0.586,0.586
649,0.8,0.7,0.9,0.586,0.438,0.769
650,0.9,1.0,0.9,0.438,1.0,0.438
651,1.0,0.8,0.8,0.643,0.438,0.484
652,1.0,0.9,0.9,0.704,0.769,0.586
653,0.9,0.9,0.8,0.704,0.484,0.586
654,1.0,0.8,0.8,0.484,0.278,0.278
655,0.9,1.0,0.9,0.586,0.586,0.84
656,0.9,0.7,0.8,0.84,0.484,0.586
657,0.7,0.7,1.0,0.586,0.438,0.586
658,0.8,0.9,0.7,0.484,0.704,0.314
659,0.9,0.7,0.6,0.314,0.533,0.15
660,0.8,1.0,0.8,0.278,0.84,0.278
661,1.0,0.9,0.9,0.704,0.704,0.586
662,0.8,0.6,0.8,0.586,0.353,0.586
663,0.6,0.9,0.7,0.314,0.484,0.278
664,0.7,0.9,0.8,0.353,0.353,0.533
665,0.9,0.8,0.9,0.278,0.484,0.643
666,1.0,0.9,0.9,0.438,0.84,0.438
667,0.5,0.8,0.7,0.122,0.484,0.211
668,0.7,1.0,0.7,0.586,0.394,0.353
669,0.9,0.6,0.7,0.394,0.211,0.353
670,1.0,0.8,0.8,0.484,0.278,0.394
671,0.8,0.7,0.9,0.438,0.278,0.704
672,1.0,0.7,0.7,0.484,0.314,0.484
673,0.8,0.9,0.7,0.438,0.643,0.533
674,0.9,1.0,0.9,0.484,0.438,0.84
675,0.9,0.8,0.7,0.394,0.586,0.179
676,0.6,0.8,0.4,0.394,0.484,0.179
677,0.8,0.5,0.7,0.704,0.179,0.278
678,0.7,0.7,1.0,0.484,0.484,0.586
679,0.9,0.7,0.8,0.704,0.484,0.484
680,1.0,1.0,1.0,0.314,0.484,0.704
681,1.0,0.9,0.9,0.586,0.586,0.484
682,0.8,0.7,0.9,0.484,0.314,0.704
683,0.8,0.9,0.9,0.484,0.643,0.704
684,0.9,1.0,0.9,0.643,1.0,0.643
685,0.9,0.6,0.7,0.704,0.394,0.394
686,0.7,1.0,0.7,0.394,0.704,0.394
687,1.0,0.9,0.9,0.643,0.643,0.84
688,0.9,0.5,0.6,0.533,0.314,0.278
689,0.8,0.7,0.9,0.394,0.394,0.484
690,0.9,0.8,0.7,0.394,0.314,0.484
691,0.7,0.5,0.8,0.314,0.314,0.484
692,0.8,0.9,0.9,0.438,0.704,0.438
693,1.0,0.9,0.9,0.484,0.704,0.438
694,1.0,0.8,0.8,0.643,0.438,0.314
695,0.7,0.8,0.9,0.484,0.586,0.704
696,1.0,0.9,0.9,0.394,0.438,0.394
697,0.5,0.9,0.6,0.243,0.394,0.394
698,0.9,0.8,0.9,0.438,0.643,0.484
699,0.7,1.0,0.7,0.278,0.484,0.211
700,1.0,0.8,0.8,0.643,0.484,0.484
701,0.4,0.9,0.5,0.095,0.769,0.15
702,0.9,0.8,0.7,0.643,0.438,0.586
703,1.0,0.8,0.8,0.438,0.586,0.394
704,0.9,1.0,0.9,0.314,0.484,0.643
705,0.8,1.0,0.8,0.704,1.0,0.704
706,0.9,0.8,0.9,0.394,0.484,0.484
707,0.8,0.8,1.0,0.586,0.586,0.484
708,0.9,0.9,0.8,0.704,0.394,0.394
709,1.0,0.7,0.7,0.484,0.314,0.211
710,0.9,0.7,0.6,0.533,0.484,0.484
711,0.9,0.9,0.8,0.484,0.243,0.533
712,0.8,0.9,0.9,0.704,0.704,0.586
713,1.0,0.6,0.6,0.704,0.314,0.314
714,0.8,0.6,0.8,0.484,0.353,0.278
715,0.7,0.9,0.8,0.394,0.704,0.586
716,1.0,0.7,0.7,0.438,0.394,0.353
717,0.9,0.9,1.0,0.704,0.533,0.643
718,0.9,0.9,0.8,0.84,0.484,0.394
719,0.8,0.9,0.7,0.438,0.586,0.243
720,0.8,0.7,0.9,0.704,0.438,0.586
721,0.6,0.8,0.8,0.314,0.586,0.586
722,0.9,0.6,0.7,0.484,0.243,0.484
723,0.9,0.8,0.7,0.484,0.353,0.586
724,0.7,0.7,1.0,0.484,0.394,0.484
725,0.4,0.6,0.8,0.179,0.278,0.484
726,0.9,0.8,0.9,0.438,0.314,0.438
727,0.9,0.8,0.9,0.586,0.484,0.643
728,1.0,0.6,0.6,0.643,0.314,0.314
729,0.7,0.4,0.7,0.122,0.15,0.394
730,1.0,0.8,0.8,0.484,0.533,0.586
731,0.9,0.7,0.8,0.484,0.394,0.586
732,0.9,0.7,0.8,0.586,0.484,0.394
733,0.8,1.0,0.8,0.438,0.643,0.704
734,0.9,0.9,1.0,0.586,0.586,0.704
735,0.9,0.8,0.7,0.84,0.438,0.394
736,0.8,0.7,0.9,0.484,0.278,0.643
737,0.8,0.9,0.9,0.438,0.533,0.643
738,1.0,1.0,1.0,0.484,0.314,0.438
739,1.0,0.7,0.7,0.484,0.484,0.484
740,0.8,0.9,0.7,0.484,0.533,0.484
741,1.0,0.8,0.8,0.704,0.533,0.353
742,0.5,0.9,0.6,0.278,0.84,0.353
743,0.9,0.7,0.8,0.704,0.394,0.586
744,0.9,0.4,0.5,0.704,0.243,0.314
745,0.7,0.9,0.8,0.484,0.438,0.484
746,1.0,0.9,0.9,0.704,0.586,0.394
747,0.7,0.7,1.0,0.484,0.243,0.484
748,0.5,0.9,0.6,0.314,0.586,0.353
749,0.7,0.9,0.8,0.353,0.704,0.533
750,0.6,0.9,0.7,0.278,0.769,0.353
751,1.0,0.9,0.9,1.0,0.438,0.438
752,0.9,0.6,0.7,0.278,0.353,0.394
753,1.0,0.9,0.9,0.484,0.484,0.84
754,0.9,0.7,0.8,0.643,0.438,0.586
755,0.7,0.9,0.6,0.484,0.586,0.314
756,0.3,0.5,0.8,0.095,0.243,0.243
757,0.9,0.9,1.0,0.314,0.438,0.643
758,0.6,0.8,0.8,0.243,0.586,0.484
759,0.9,0.9,0.8,0.704,0.394,0.438
760,1.0,0.8,0.8,0.704,0.438,0.314
761,1.0,0.6,0.6,0.484,0.314,0.122
762,0.6,0.7,0.9,0.484,0.394,0.704
763,0.8,0.6,0.8,0.533,0.394,0.353
764,0.6,0.8,0.8,0.278,0.484,0.643
765,1.0,0.9,0.9,0.704,0.314,0.438
766,0.9,0.9,0.8,0.438,0.314,0.243
767,0.6,0.9,0.5,0.394,0.394,0.314
768,0.8,0.9,0.9,0.438,0.278,0.394
769,0.9,0.7,0.8,0.586,0.484,0.643
770,0.9,0.9,0.8,0.484,0.533,0.586
771,0.7,0.8,0.9,0.484,0.533,0.533
772,0.9,0.7,0.8,0.438,0.314,0.353
773,1.0,0.8,0.8,0.484,0.353,0.586
774,0.8,0.7,0.5,0.586,0.484,0.243
775,1.0,0.9,0.9,0.484,0.438,0.704
776,0.8,0.7,0.9,0.484,0.353,0.438
777,0.9,1.0,0.9,0.484,0.704,0.484
778,0.8,0.8,1.0,0.586,0.314,0.438
779,0.8,0.9,0.7,0.586,0.704,0.533
780,0.9,0.8,0.9,0.586,0.586,0.533
781,0.7,0.6,0.9,0.484,0.314,0.704
782,0.9,0.9,0.8,0.484,0.314,0.484
783,0.5,0.9,0.6,0.211,0.438,0.353
784,1.0,0.7,0.7,0.484,0.353,0.394
785,0.9,0.9,1.0,0.704,0.484,0.438
786,1.0,0.8,0.8,0.84,0.704,0.643
787,0.9,1.0,0.9,0.84,0.84,0.769
788,0.5,0.8,0.7,0.314,0.586,0.438
789,1.0,0.9,0.9,0.704,0.438,0.314
790,0.9,0.9,1.0,0.704,0.704,1.0
791,0.9,0.9,0.8,0.643,0.394,0.586
792,0.9,0.9,1.0,0.84,0.704,0.704
793,0.7,0.8,0.5,0.353,0.586,0.179
794,0.7,0.8,0.9,0.484,0.353,0.438
795,0.7,0.9,0.6,0.353,0.484,0.438
796,0.8,0.9,0.9,0.533,0.484,0.704
797,0.9,0.9,0.8,0.484,0.704,0.394
798,0.6,0.9,0.7,0.394,0.484,0.484
799,0.7,1.0,0.7,0.394,0.533,0.353
800,0.8,0.9,0.9,0.394,0.278,0.484
801,0.5,0.8,0.7,0.179,0.704,0.314
802,0.7,0.9,0.8,0.353,0.586,0.586
803,1.0,0.8,0.8,0.643,0.643,0.586
804,0.9,0.9,0.8,0.704,0.533,0.643
805,0.9,0.6,0.5,0.84,0.394,0.314
806,0.8,0.8,1.0,0.394,0.314,0.704
807,0.8,0.8,1.0,0.438,0.484,0.484
808,0.8,0.9,0.9,0.586,0.484,0.586
809,0.9,0.9,1.0,0.484,0.484,0.84
810,0.7,0.7,1.0,0.243,0.394,0.278
811,0.7,1.0,0.7,0.484,0.438,0.243
812,1.0,0.9,0.9,0.643,0.353,0.533
813,0.6,0.9,0.5,0.394,0.643,0.243
814,0.8,0.8,1.0,0.394,0.394,0.586
815,0.9,0.8,0.9,0.704,0.438,0.394
816,0.7,0.8,0.9,0.314,0.394,0.484
817,1.0,0.9,0.9,0.704,0.484,0.484
818,0.7,1.0,0.7,0.484,1.0,0.484
819,0.8,0.7,0.9,0.394,0.586,0.643
820,0.8,0.8,1.0,0.484,0.394,0.278
821,0.7,0.7,1.0,0.484,0.484,1.0
822,0.8,0.8,1.0,0.438,0.586,0.704
823,1.0,1.0,1.0,0.643,0.438,0.704
824,1.0,0.8,0.8,0.533,0.438,0.438
825,0.7,0.7,1.0,0.484,0.278,0.484
826,1.0,0.9,0.9,0.704,0.484,0.438
827,0.8,0.9,0.9,0.484,0.704,0.438
828,0.8,0.9,0.9,0.533,0.586,0.438
829,0.9,0.9,1.0,0.586,0.586,1.0
830,0.7,0.8,0.5,0.394,0.314,0.314
831,1.0,1.0,1.0,0.278,0.484,0.586
832,0.6,0.7,0.9,0.243,0.314,0.84
833,0.9,0.8,0.9,0.438,0.278,0.704
834,0.8,0.9,0.9,0.533,0.704,0.586
835,0.9,0.8,0.9,0.704,0.314,0.484
836,0.9,0.7,0.6,0.704,0.314,0.243
837,0.6,1.0,0.6,0.394,0.704,0.394
838,0.8,0.6,0.4,0.438,0.314,0.243
839,0.9,0.8,0.9,0.314,0.353,0.484
840,0.7,0.8,0.9,0.394,0.586,0.704
841,1.0,1.0,1.0,0.643,0.704,0.643
842,0.8,0.6,0.8,0.484,0.243,0.314
843,0.7,0.6,0.3,0.394,0.15,0.095
844,1.0,0.9,0.9,0.484,0.704,0.533
845,0.8,1.0,0.8,0.438,0.438,0.484
846,1.0,0.7,0.7,0.278,0.211,0.484
847,0.9,1.0,0.9,0.704,0.704,0.704
848,0.8,1.0,0.8,0.484,0.533,0.314
849,1.0,0.9,0.9,0.484,0.586,0.484
850,0.9,0.9,0.8,0.484,0.704,0.484
851,1.0,0.8,0.8,1.0,0.314,0.314
852,0.7,1.0,0.7,0.586,0.484,0.394
853,1.0,0.8,0.8,1.0,0.353,0.353
854,1.0,0.9,0.9,0.704,0.586,0.704
855,0.9,0.9,1.0,0.586,0.314,0.484
856,0.8,0.7,0.9,0.484,0.394,0.438
857,1.0,0.9,0.9,0.484,0.704,0.704
858,0.8,0.8,0.6,0.394,0.484,0.15
859,0.7,0.9,0.6,0.394,0.84,0.314
860,0.6,0.7,0.9,0.314,0.484,0.643
861,0.9,0.9,1.0,0.586,0.704,0.438
862,0.7,0.5,0.8,0.484,0.243,0.586
863,0.8,0.6,0.4,0.314,0.278,0.095
864,0.9,0.9,1.0,0.586,0.438,0.484
865,1.0,0.8,0.8,0.484,0.394,0.704
866,0.9,1.0,0.9,0.769,0.586,0.643
867,0.7,0.6,0.9,0.533,0.211,0.394
868,1.0,0.9,0.9,0.484,0.704,0.533
869,1.0,1.0,1.0,0.586,0.704,0.643
870,0.8,0.6,0.8,0.586,0.243,0.484
871,0.9,1.0,0.9,0.179,0.643,0.278
872,0.7,0.8,0.9,0.394,0.314,0.533
873,0.7,0.9,0.8,0.394,0.586,0.586
874,0.7,0.8,0.5,0.314,0.484,0.15
875,0.9,0.6,0.7,0.586,0.438,0.484
876,0.9,0.9,1.0,0.484,0.704,0.484
877,0.8,1.0,0.8,0.643,0.586,0.438
878,0.7,0.6,0.9,0.353,0.394,0.704
879,0.9,0.7,0.8,0.484,0.586,0.438
880,0.8,0.7,0.9,0.704,0.394,0.484
881,0.9,1.0,0.9,0.438,0.704,0.438
882,0.9,0.9,0.8,0.278,0.84,0.278
883,0.6,0.9,0.7,0.243,0.586,0.438
884,0.8,0.8,1.0,0.586,0.353,0.314
885,0.7,0.4,0.7,0.314,0.179,0.484
886,1.0,0.9,0.9,0.278,0.278,0.704
887,0.4,0.4,1.0,0.122,0.243,0.438
888,0.7,0.7,1.0,0.586,0.484,0.586
889,0.9,0.9,1.0,0.769,0.533,0.643
890,0.9,0.9,0.8,0.586,0.704,0.438
891,0.7,0.8,0.9,0.394,0.586,0.704
892,0.7,0.9,0.8,0.586,0.704,0.438
893,0.8,1.0,0.8,0.586,0.484,0.484
894,0.7,0.8,0.9,0.353,0.394,0.484
895,0.6,0.9,0.7,0.394,0.533,0.353
896,0.8,1.0,0.8,0.704,0.704,0.586
897,0.8,0.9,0.9,0.353,0.484,0.769
898,0.8,1.0,0.8,0.314,0.394,0.586
899,0.6,0.7,0.9,0.314,0.438,0.704
900,0.7,0.9,0.8,0.243,0.533,0.179
901,0.8,1.0,0.8,0.586,0.484,0.586
902,0.6,0.8,0.4,0.314,0.484,0.243
903,0.8,0.8,1.0,0.484,0.394,0.704
904,0.7,0.8,0.9,0.484,0.704,0.704
905,0.6,0.8,0.8,0.314,0.314,0.438
906,0.6,0.9,0.5,0.243,0.438,0.243
907,0.9,0.9,1.0,0.484,0.769,0.586
908,0.9,1.0,0.9,0.704,0.704,0.84
909,0.7,0.9,0.6,0.314,0.438,0.394
910,0.9,0.7,0.8,0.484,0.278,0.533
911,0.8,1.0,0.8,0.586,0.278,0.394
912,0.8,0.9,0.7,0.586,0.704,0.394
913,0.8,0.8,1.0,0.484,0.533,0.586
914,0.8,0.7,0.9,0.586,0.438,0.484
915,0.9,0.9,1.0,0.438,0.484,0.278
916,0.7,0.7,1.0,0.533,0.438,0.643
917,0.5,0.8,0.7,0.243,0.586,0.484
918,1.0,0.8,0.8,0.314,0.314,0.586
919,0.7,0.8,0.9,0.278,0.586,0.533
920,0.9,0.9,1.0,0.704,0.704,1.0
921,0.7,0.5,0.8,0.394,0.314,0.394
922,0.7,0.7,1.0,0.394,0.394,1.0
923,0.9,0.9,1.0,0.533,0.484,0.704
924,0.8,0.9,0.9,0.353,0.704,0.484
925,0.9,0.8,0.9,0.314,0.586,0.353
926,1.0,1.0,1.0,0.643,0.704,0.84
927,0.9,0.8,0.9,0.769,0.394,0.484
928,0.7,0.4,0.7,0.314,0.179,0.394
929,1.0,0.9,0.9,0.278,0.586,0.484
930,0.9,1.0,0.9,0.484,0.704,0.643
931,0.7,0.8,0.5,0.394,0.484,0.278
932,0.8,1.0,0.8,0.484,0.484,0.278
933,0.9,0.9,0.8,0.586,0.704,0.586
934,0.8,0.7,0.9,0.278,0.15,0.704
935,0.8,0.8,1.0,0.586,0.438,0.484
936,0.9,0.9,1.0,0.84,0.704,0.643
937,0.7,0.9,0.6,0.484,0.533,0.394
938,0.9,0.7,0.8,0.484,0.278,0.314
939,0.9,0.7,0.8,0.484,0.484,0.484
940,0.7,0.6,0.9,0.353,0.278,0.704
941,1.0,1.0,1.0,0.438,0.484,0.704
942,0.6,0.8,0.8,0.278,0.533,0.586
943,1.0,0.9,0.9,0.704,0.533,0.484
944,0.9,0.5,0.6,0.704,0.243,0.353
945,0.9,0.9,0.8,0.314,0.314,0.704
946,0.6,0.7,0.9,0.394,0.484,0.586
947,1.0,0.8,0.8,0.484,0.586,0.394
948,1.0,1.0,1.0,0.643,0.704,0.643
949,0.8,0.8,1.0,0.484,0.394,0.643
950,0.7,0.8,0.9,0.394,0.394,0.586
951,0.9,0.6,0.7,0.484,0.243,0.394
952,0.8,0.8,0.6,0.394,0.394,0.211
953,1.0,1.0,1.0,0.704,0.394,0.586
954,0.7,0.6,0.9,0.484,0.394,0.84
955,0.7,0.9,0.8,0.353,0.704,0.353
956,0.9,1.0,0.9,0.314,0.484,0.704
957,0.9,0.8,0.9,0.484,0.438,0.586
958,0.8,0.8,1.0,0.394,0.533,0.438
959,0.8,0.9,0.9,0.586,0.438,0.484
960,0.9,0.9,1.0,0.484,0.438,0.643
961,0.8,0.9,0.9,0.353,0.704,0.438
962,0.9,0.5,0.6,0.704,0.243,0.314
963,0.8,0.9,0.9,0.438,0.394,0.533
964,1.0,0.9,0.9,0.643,0.704,0.586
965,0.9,1.0,0.9,0.484,0.704,0.484
966,0.7,0.9,0.8,0.314,0.484,0.586
967,0.9,0.8,0.9,0.438,0.394,0.533
968,0.8,0.9,0.7,0.643,0.438,0.314
969,0.9,0.9,1.0,0.484,0.484,1.0
970,0.7,0.9,0.8,0.314,0.704,0.438
971,0.9,0.5,0.4,0.484,0.314,0.243
972,0.9,1.0,0.9,0.586,0.704,0.533
973,0.8,0.8,1.0,0.586,0.533,0.643
974,1.0,0.8,0.8,0.484,0.353,0.643
975,0.6,0.9,0.7,0.353,0.643,0.484
976,0.8,0.8,1.0,0.243,0.278,0.84
977,0.9,0.8,0.9,0.769,0.484,0.484
978,0.9,0.8,0.9,0.314,0.586,0.314
979,1.0,1.0,1.0,0.484,0.314,0.394
980,0.8,0.8,1.0,0.484,0.179,0.438
981,0.8,0.7,0.5,0.438,0.394,0.314
982,0.9,0.7,0.6,0.643,0.394,0.314
983,0.7,1.0,0.7,0.438,0.484,0.353
984,0.6,0.8,0.8,0.438,0.643,0.704
985,0.9,0.9,0.8,0.533,0.704,0.586
986,0.9,0.9,1.0,0.704,0.438,0.484
987,0.8,0.7,0.5,0.586,0.484,0.243
988,0.8,1.0,0.8,0.533,0.704,0.586
989,0.6,0.7,0.9,0.243,0.484,0.484
990,0.6,0.8,0.8,0.394,0.353,0.394
991,0.8,0.9,0.9,0.484,0.484,0.484
992,0.9,0.8,0.9,0.533,0.533,0.704
993,0.7,0.8,0.9,0.314,0.586,0.314
994,0.2,0.6,0.6,0.07,0.243,0.179
995,1.0,0.8,0.8,0.643,0.394,0.353
996,0.9,0.8,0.7,0.84,0.484,0.394
997,1.0,1.0,1.0,0.438,0.484,0.704
998,0.9,0.9,1.0,0.704,0.438,0.586
999,0.9,0.8,0.7,0.704,0.394,0.394
1000,1.0,0.9,0.9,0.643,0.84,0.586
1001,0.9,0.9,1.0,0.484,0.769,0.586
1002,0.5,0.7,0.8,0.278,0.243,0.586
1003,0.6,0.9,0.7,0.314,0.533,0.394
1004,1.0,0.8,0.8,0.438,0.484,0.484
1005,0.5,1.0,0.5,0.394,0.314,0.179
1006,0.8,1.0,0.8,0.394,0.704,0.586
1007,0.6,0.9,0.5,0.07,0.484,0.122
1008,0.9,1.0,0.9,0.704,0.438,0.394
1009,0.8,0.7,0.9,0.353,0.211,0.704
1010,0.9,1.0,0.9,0.438,0.643,0.484
1011,1.0,0.8,0.8,0.704,0.643,0.438
1012,0.8,0.8,1.0,0.586,0.586,0.533
1013,0.9,1.0,0.9,0.704,0.643,0.586
1014,0.9,0.9,1.0,0.704,0.394,0.484
1015,0.9,1.0,0.9,0.586,0.484,0.643
1016,0.7,1.0,0.7,0.243,0.484,0.586
1017,0.7,0.8,0.5,0.243,0.643,0.15
1018,0.6,0.5,0.9,0.314,0.314,0.484
1019,0.8,0.9,0.7,0.278,0.438,0.586
1020,0.6,1.0,0.6,0.278,0.438,0.353
1021,0.5,0.8,0.7,0.179,0.484,0.484
1022,0.7,0.9,0.6,0.278,0.533,0.314
1023,0.9,0.7,0.8,0.586,0.394,0.533
1024,0.7,0.9,0.8,0.278,0.438,0.484
1025,0.9,0.7,0.8,0.704,0.533,0.438
1026,0.6,0.7,0.9,0.394,0.314,0.438
1027,0.8,0.9,0.9,0.586,0.438,0.586
1028,0.7,0.8,0.9,0.484,0.586,0.484
1029,0.9,0.9,1.0,0.438,0.643,0.704
1030,1.0,0.8,0.8,0.484,0.586,0.353
1031,0.9,0.9,0.8,0.586,0.769,0.586
1032,0.9,0.9,1.0,0.586,0.704,0.484
1033,0.8,0.8,0.6,0.533,0.484,0.438
1034,0.8,0.7,0.9,0.586,0.394,0.394
1035,0.9,0.9,0.8,0.704,0.484,0.484
1036,0.9,0.9,1.0,0.484,0.314,0.704
1037,0.9,0.9,1.0,0.586,0.586,0.704
1038,0.9,0.9,1.0,0.533,0.769,0.643
1039,0.8,0.6,0.8,0.586,0.394,0.353
1040,0.9,0.9,0.8,0.484,0.704,0.484
1041,0.5,0.8,0.7,0.243,0.314,0.484
1042,1.0,0.8,0.8,1.0,0.278,0.278
1043,0.8,0.8,0.6,0.643,0.586,0.394
1044,0.8,0.7,0.9,0.438,0.394,0.484
1045,0.9,1.0,0.9,0.484,0.643,0.438
1046,0.9,0.8,0.9,0.438,0.586,0.438
1047,0.8,0.9,0.7,0.353,0.484,0.278
1048,0.6,0.5,0.9,0.314,0.15,0.533
1049,0.7,0.9,0.8,0.586,0.704,0.586
1050,1.0,0.8,0.8,0.84,0.704,0.586
1051,0.5,0.9,0.6,0.243,0.704,0.394
1052,0.7,0.4,0.7,0.484,0.179,0.484
1053,0.7,0.9,0.8,0.533,0.533,0.533
1054,0.8,0.8,1.0,0.438,0.438,1.0
1055,0.8,0.6,0.8,0.484,0.394,0.586
1056,0.8,0.7,0.9,0.586,0.394,0.586
1057,1.0,1.0,1.0,0.179,0.484,0.438
1058,0.8,0.9,0.7,0.278,0.533,0.15
1059,0.9,0.7,0.8,0.704,0.484,0.586
1060,0.8,0.9,0.9,0.704,0.394,0.586
1061,1.0,0.9,0.9,0.586,0.394,0.704
1062,0.6,0.7,0.9,0.314,0.394,0.84
1063,0.6,0.7,0.9,0.394,0.484,0.84
1064,0.9,0.9,1.0,0.586,0.704,0.643
1065,0.7,0.9,0.6,0.314,0.643,0.278
1066,1.0,0.9,0.9,0.704,0.484,0.704
